head	relation	tail
DB07705	targets	Q16850
DB00034	targets	P48551
DB01355	targets	P31644
DB03900	targets	P50579
DB08250	targets	P52732
DB01160	targets	P43088
DB01115	targets	P54289
DB00755	targets	P28702
DB07730	targets	P18031
DB01248	targets	P10415
DB01236	targets	P05181
DB05752	targets	P08173
DB00054	targets	P09871
DB00239	targets	P08684
DB00690	targets	P47869
DB06905	targets	P67775
DB00674	targets	Q9UGM1
DB01159	targets	P78334
DB01708	targets	Q13224
DB00726	targets	P28223
DB02659	targets	P62508
DB06836	targets	P48736
DB01239	targets	P08912
DB00682	targets	P10632
DB01277	targets	P08069
DB08454	targets	Q8IU85
DB00864	targets	P62942
DB00241	targets	P18507
DB03056	targets	P23141
DB01049	targets	P14867
DB04801	targets	Q03181
DB01024	targets	P16662
DB04465	targets	Q9NZD2
DB09330	targets	P08684
DB04315	targets	P22392
DB00384	targets	P51170
DB00324	targets	P08684
DB01558	targets	P14867
DB02198	targets	P23219
DB02464	targets	P07478
DB04847	targets	Q9H6Z9
DB00562	targets	P00918
DB01244	targets	Q9NY47
DB00667	targets	P25021
DB06738	targets	Q12879
DB07780	targets	Q92696
DB01440	targets	P18505
DB06216	targets	P41595
DB00128	targets	P14868
DB05415	targets	O76074
DB01229	targets	P08684
DB00849	targets	P31644
DB04013	targets	P11217
DB01681	targets	P15259
DB03468	targets	P11086
DB00628	targets	P31644
DB06921	targets	P15086
DB00736	targets	P33261
DB01576	targets	P10635
DB00203	targets	Q13956
DB07625	targets	P00749
DB06714	targets	Q05940
DB04495	targets	P12931
DB07698	targets	Q8TF76
DB00501	targets	P10635
DB00420	targets	P20309
DB03956	targets	P51178
DB03341	targets	Q16613
DB02795	targets	P04054
DB00157	targets	Q99714
DB00786	targets	P24347
DB00774	targets	P22748
DB03092	targets	P04745
DB01927	targets	P15559
DB00751	targets	P08684
DB00221	targets	P07550
DB00277	targets	Q92769
DB04272	targets	Q9Y663
DB00999	targets	O43570
DB04106	targets	Q16881
DB01254	targets	P07947
DB00318	targets	P08684
DB01103	targets	O60733
DB03541	targets	P0CG22
DB00938	targets	P07550
DB04894	targets	P35346
DB01156	targets	P23975
DB09079	targets	P21802
DB00321	targets	O43525
DB00062	targets	O60656
DB00934	targets	P05177
DB01355	targets	Q13002
DB07175	targets	P56817
DB07272	targets	Q9UQF2
DB08058	targets	Q9Y6F1
DB01403	targets	P05177
DB00234	targets	P23975
DB00877	targets	P08684
DB00477	targets	P28223
DB00431	targets	P23416
DB02071	targets	P45452
DB03088	targets	Q701N4
DB00935	targets	P08913
DB00960	targets	P10635
DB00157	targets	P23368
DB00918	targets	P05177
DB00472	targets	P05177
DB00898	targets	Q9UGM1
DB00775	targets	P05106
DB00651	targets	Q9NP56
DB00624	targets	Q16696
DB05335	targets	P23219
DB00130	targets	P08243
DB07521	targets	P00734
DB01660	targets	P17600
DB07430	targets	P49137
DB07612	targets	P24941
DB01336	targets	P08172
DB04282	targets	P09848
DB00688	targets	P20839
DB00157	targets	P14679
DB00401	targets	P08684
DB00810	targets	Q15822
DB00688	targets	P16662
DB08569	targets	P17612
DB08179	targets	Q04760
DB01437	targets	Q9UN88
DB04074	targets	O15382
DB02659	targets	P20674
DB00408	targets	P35462
DB07437	targets	Q16831
DB03685	targets	Q9NWZ5
DB00259	targets	P10635
DB00962	targets	P14867
DB04832	targets	P27338
DB00155	targets	Q9ULW8
DB01205	targets	O14764
DB00114	targets	Q96GD0
DB00215	targets	P08684
DB01248	targets	P27816
DB00128	targets	Q12797
DB06973	targets	P62508
DB00157	targets	P00387
DB00172	targets	P62937
DB05787	targets	P05106
DB06127	targets	P27487
DB00312	targets	Q14957
DB01656	targets	Q07343
DB00140	targets	P42898
DB00162	targets	Q8TC12
DB00762	targets	P20815
DB02740	targets	P01850
DB01810	targets	Q9UBX1
DB06216	targets	P10635
DB01708	targets	P78334
DB05744	targets	P22301
DB00992	targets	P12314
DB01138	targets	P20813
DB00997	targets	P35228
DB02398	targets	P00749
DB05867	targets	Q9UNP4
DB00040	targets	P47871
DB01113	targets	Q9Y233
DB06741	targets	Q13224
DB00932	targets	P08684
DB01625	targets	P08173
DB00728	targets	P46098
DB01213	targets	P07327
DB06701	targets	P10635
DB08875	targets	P35968
DB01059	targets	P20815
DB01267	targets	P08684
DB00543	targets	P34969
DB03345	targets	Q04760
DB00231	targets	P11712
DB00015	targets	Q03405
DB00243	targets	Q15858
DB00328	targets	P23141
DB01018	targets	P11712
DB06730	targets	P20815
DB07086	targets	Q15596
DB01268	targets	P09619
DB00678	targets	O75795
DB00313	targets	Q9Y5Y9
DB01015	targets	P18440
DB00078	targets	P11836
DB01280	targets	Q16854
DB04917	targets	P46098
DB01079	targets	P05177
DB01005	targets	P10635
DB00518	targets	P68371
DB00321	targets	P35367
DB02818	targets	P42262
DB00541	targets	P20815
DB02221	targets	P00918
DB00543	targets	P35462
DB07447	targets	P51857
DB00402	targets	P48169
DB07708	targets	P03372
DB00253	targets	P04150
DB00818	targets	O00591
DB00145	targets	O75311
DB01279	targets	O60664
DB00852	targets	Q9Y2D1
DB03536	targets	Q9UBX1
DB00882	targets	P11511
DB01130	targets	P04150
DB01645	targets	P11388
DB05481	targets	P01009
DB04493	targets	P09467
DB06695	targets	O60656
DB00835	targets	P08173
DB07628	targets	P14618
DB00347	targets	P10632
DB01012	targets	P41180
DB00707	targets	P01130
DB01090	targets	P32297
DB01628	targets	P08684
DB08889	targets	P40306
DB00604	targets	P11509
DB01403	targets	P21918
DB01708	targets	P28472
DB07374	targets	Q96L21
DB00586	targets	O43526
DB01200	targets	P34969
DB00134	targets	Q9NZV6
DB04315	targets	Q8N142
DB06042	targets	P07437
DB06716	targets	P05186
DB00659	targets	P47869
DB04714	targets	O95749
DB00721	targets	Q9NPA1
DB07772	targets	P22894
DB03701	targets	P08684
DB06861	targets	P00734
DB00005	targets	P01374
DB00877	targets	P20815
DB00146	targets	P11473
DB00074	targets	P00736
DB00178	targets	P06276
DB08394	targets	P01857
DB00034	targets	P17181
DB01227	targets	P20815
DB01567	targets	Q8N1C3
DB07063	targets	P15121
DB07019	targets	P56817
DB02353	targets	P13501
DB01355	targets	P34903
DB00898	targets	P08319
DB00574	targets	P31645
DB01250	targets	P51580
DB01174	targets	Q05586
DB01028	targets	Q9UN88
DB00564	targets	Q14524
DB00281	targets	Q14524
DB00313	targets	Q15858
DB01215	targets	P18505
DB01174	targets	P13584
DB04315	targets	O60547
DB06697	targets	P11712
DB06926	targets	P37231
DB00763	targets	P08684
DB08596	targets	P07998
DB00936	targets	Q04828
DB00313	targets	P11712
DB01174	targets	P43681
DB00753	targets	P48169
DB08819	targets	P35354
DB00575	targets	P20815
DB00143	targets	O15217
DB00224	targets	P24462
DB00613	targets	P10635
DB02052	targets	P24941
DB06918	targets	P07477
DB00804	targets	P11229
DB02767	targets	O00206
DB07587	targets	P25774
DB00114	targets	O75600
DB01267	targets	P35462
DB07335	targets	P12931
DB07378	targets	P16442
DB00121	targets	Q96RQ3
DB00162	targets	O94788
DB00073	targets	P00736
DB01380	targets	P08684
DB02952	targets	P01303
DB00585	targets	P06276
DB00241	targets	P47869
DB02825	targets	P22303
DB06612	targets	P05113
DB00935	targets	P35368
DB00457	targets	P35348
DB00189	targets	P28472
DB00502	targets	P14416
DB00659	targets	P78334
DB01013	targets	P04150
DB02325	targets	Q13838
DB09143	targets	Q99835
DB00342	targets	P08172
DB00333	targets	P11712
DB00835	targets	P33261
DB00624	targets	Q9HB55
DB03551	targets	P00491
DB00409	targets	Q99720
DB04574	targets	Q92731
DB04599	targets	P42263
DB02379	targets	P02144
DB05423	targets	P04150
DB05812	targets	P05093
DB07584	targets	P31749
DB01063	targets	P21728
DB00715	targets	P11712
DB00458	targets	P05177
DB00333	targets	P41143
DB01182	targets	P05177
DB00862	targets	Q13956
DB03844	targets	P00918
DB04522	targets	Q9UL54
DB01363	targets	P08588
DB00765	targets	P07101
DB00408	targets	Q01959
DB01577	targets	P10635
DB06274	targets	P35372
DB08927	targets	P28223
DB00157	targets	P04406
DB00550	targets	P07202
DB07139	targets	P15121
DB08899	targets	P10275
DB01273	targets	P36544
DB00119	targets	O60669
DB00177	targets	P30556
DB00820	targets	Q9HCR9
DB00852	targets	P01375
DB01029	targets	P10635
DB01209	targets	P41145
DB01351	targets	P47869
DB05766	targets	P35462
DB04237	targets	P04745
DB08391	targets	Q9Y233
DB06589	targets	Q9UQQ2
DB00312	targets	P18505
DB02073	targets	P30043
DB06148	targets	P20813
DB08696	targets	Q15648
DB00201	targets	Q9NP56
DB00157	targets	Q00796
DB00576	targets	P11712
DB01365	targets	P18089
DB01708	targets	Q8N1C3
DB08954	targets	Q05586
DB09079	targets	P35968
DB00454	targets	O15399
DB01221	targets	P08684
DB05900	targets	P00533
DB00819	targets	P00915
DB00155	targets	Q6TGC4
DB01205	targets	Q99928
DB00458	targets	P33260
DB06828	targets	P09960
DB00526	targets	P30711
DB03758	targets	P14625
DB08342	targets	Q86SZ2
DB01043	targets	P46098
DB01142	targets	P11229
DB00398	targets	O60656
DB00199	targets	P20815
DB06712	targets	P08684
DB00759	targets	Q9UM07
DB04831	targets	P11712
DB00703	targets	P33261
DB00842	targets	Q9HB55
DB09078	targets	P08684
DB04275	targets	P35270
DB05184	targets	P00519
DB01830	targets	P06239
DB00580	targets	P35354
DB00850	targets	P21728
DB01664	targets	P42262
DB07146	targets	P06239
DB04855	targets	P10635
DB00783	targets	Q92731
DB01278	targets	P30988
DB07506	targets	Q9HB40
DB00526	targets	P05164
DB00643	targets	P04798
DB02255	targets	P16112
DB07602	targets	P00533
DB00028	targets	P0C0L4
DB01388	targets	P05177
DB00173	targets	Q9BY49
DB01577	targets	P08913
DB00764	targets	P10632
DB00921	targets	P41145
DB00772	targets	P06276
DB01235	targets	P21918
DB07298	targets	P18031
DB07513	targets	P27338
DB05260	targets	P01584
DB00381	targets	P17405
DB00110	targets	O75015
DB00984	targets	P10275
DB01361	targets	P11509
DB01772	targets	P49841
DB00312	targets	P14867
DB04530	targets	P11309
DB03760	targets	P10515
DB00276	targets	P11388
DB00139	targets	Q9UBX3
DB02052	targets	P49841
DB01129	targets	P33261
DB08384	targets	Q9Y233
DB06292	targets	P16662
DB04844	targets	P16152
DB07870	targets	O00763
DB04751	targets	Q9Y6M4
DB07026	targets	P39900
DB01594	targets	P14867
DB06637	targets	P22459
DB01843	targets	P11217
DB08389	targets	Q9Y233
DB08099	targets	P00797
DB01028	targets	P42261
DB00213	targets	P33261
DB02148	targets	P07858
DB07288	targets	P17948
DB01558	targets	P33261
DB00501	targets	P25021
DB00544	targets	P05177
DB01234	targets	P04798
DB04915	targets	Q16206
DB00850	targets	P08684
DB07177	targets	Q8N8N7
DB07979	targets	P14920
DB00568	targets	P11509
DB00622	targets	P08912
DB02008	targets	P35558
DB06439	targets	P06858
DB00777	targets	P28335
DB01003	targets	P25815
DB01029	targets	P11712
DB05271	targets	P35462
DB01594	targets	A8MPY1
DB01006	targets	P11511
DB04695	targets	Q03426
DB00295	targets	P35503
DB00004	targets	P31785
DB00568	targets	O95180
DB00821	targets	P23219
DB01005	targets	P23921
DB01189	targets	P47870
DB04464	targets	Q02221
DB00444	targets	P20815
DB02097	targets	Q9BZX2
DB00255	targets	P03372
DB00349	targets	O14764
DB00753	targets	P23415
DB00404	targets	Q99928
DB01050	targets	P37231
DB00327	targets	P35372
DB01431	targets	P08684
DB00588	targets	P06401
DB00877	targets	P62942
DB04525	targets	P18031
DB04898	targets	P11712
DB05240	targets	P42336
DB06335	targets	P08684
DB00208	targets	P05181
DB01576	targets	Q05940
DB09079	targets	P06239
DB04884	targets	P08908
DB02367	targets	P08254
DB07562	targets	P24941
DB00623	targets	P05177
DB03298	targets	P12931
DB01496	targets	Q16445
DB00794	targets	P34903
DB00540	targets	P20309
DB00801	targets	Q8N1C3
DB01229	targets	P11511
DB00762	targets	O60656
DB00897	targets	P28472
DB07091	targets	P07477
DB01189	targets	P98194
DB00408	targets	P28221
DB00129	targets	P05089
DB06905	targets	P30153
DB03712	targets	P12931
DB00401	targets	Q01668
DB00114	targets	P20711
DB03147	targets	P09622
DB00370	targets	P41145
DB02678	targets	P47929
DB03013	targets	P61626
DB03744	targets	P06737
DB00418	targets	Q16445
DB01049	targets	P18825
DB04468	targets	P62508
DB06016	targets	P08684
DB05125	targets	Q02127
DB00071	targets	P06400
DB01110	targets	Q9H252
DB04014	targets	P49841
DB05740	targets	P36544
DB00340	targets	P11229
DB00642	targets	P22102
DB00473	targets	Q14524
DB05004	targets	P50391
DB06148	targets	P10635
DB00115	targets	Q8IVH4
DB07685	targets	P24941
DB00176	targets	P33261
DB08907	targets	P31639
DB04973	targets	P04049
DB00180	targets	P04150
DB04579	targets	P07858
DB00894	targets	P11511
DB03485	targets	P02788
DB03821	targets	P15289
DB01873	targets	Q71U36
DB04355	targets	Q7Z4J2
DB01080	targets	P80404
DB00180	targets	P08684
DB04763	targets	P00918
DB00315	targets	P30939
DB02481	targets	P00325
DB00186	targets	Q99928
DB04959	targets	Q5T4S7
DB00142	targets	Q5JPH6
DB00786	targets	P08253
DB00155	targets	O95865
DB05465	targets	P36888
DB06693	targets	P23141
DB00656	targets	P08908
DB05490	targets	P37231
DB03934	targets	P99999
DB00726	targets	Q01959
DB07187	targets	P15121
DB08113	targets	P61925
DB00246	targets	P08913
DB04444	targets	Q7Z406
DB04871	targets	P11509
DB09102	targets	Q9HB55
DB00897	targets	P20815
DB01708	targets	Q92731
DB07471	targets	P20248
DB00909	targets	Q9UI33
DB01107	targets	O00591
DB00655	targets	P20815
DB00364	targets	P09038
DB06403	targets	P16662
DB07829	targets	Q16539
DB01366	targets	P07550
DB02325	targets	P07478
DB00890	targets	P03372
DB00121	targets	Q9Y289
DB04600	targets	P00918
DB07624	targets	P28845
DB01149	targets	P08684
DB00062	targets	P02649
DB00200	targets	Q96EY8
DB00898	targets	P31644
DB00114	targets	P21549
DB00522	targets	P05981
DB00233	targets	Q9NZK7
DB00731	targets	P23219
DB00495	targets	P11509
DB08411	targets	P01857
DB04147	targets	P08100
DB00257	targets	P10635
DB03738	targets	Q96CD2
DB00647	targets	P41143
DB01242	targets	P28335
DB07278	targets	P00742
DB02779	targets	Q06124
DB07988	targets	P08254
DB01033	targets	P00492
DB00334	targets	P35348
DB06822	targets	P01008
DB00898	targets	Q8WXA8
DB05812	targets	P10635
DB00747	targets	P14410
DB00128	targets	P08243
DB00241	targets	O14764
DB00184	targets	Q9GZZ6
DB08340	targets	P68400
DB03777	targets	P41743
DB08903	targets	P08684
DB00237	targets	P42262
DB01110	targets	Q86W47
DB00197	targets	P62508
DB07933	targets	Q92731
DB07324	targets	P07900
DB07099	targets	P09960
DB07786	targets	P00813
DB00153	targets	Q07973
DB00131	targets	P23109
DB01008	targets	P08263
DB00289	targets	P33261
DB03088	targets	P01709
DB00846	targets	P04150
DB00155	targets	Q9Y2J8
DB02709	targets	P04798
DB04273	targets	P11086
DB01215	targets	P48169
DB00194	targets	P00813
DB04395	targets	P19367
DB00562	targets	O43570
DB01096	targets	P10635
DB00695	targets	P00918
DB03397	targets	Q9UBQ6
DB05271	targets	P08684
DB06888	targets	P24941
DB01307	targets	P06213
DB00621	targets	P10275
DB05219	targets	Q07343
DB00327	targets	P08684
DB00273	targets	P39086
DB04263	targets	P11926
DB00172	targets	O43447
DB00470	targets	P23219
DB04272	targets	Q14749
DB00114	targets	P19113
DB08860	targets	P16662
DB06928	targets	Q04609
DB01863	targets	O43739
DB01267	targets	P18825
DB08292	targets	P08238
DB00292	targets	Q9UN88
DB01016	targets	P50416
DB01225	targets	P01008
DB00368	targets	P54219
DB01472	targets	P35348
DB04799	targets	P22695
DB00005	targets	P12318
DB08846	targets	P22748
DB03929	targets	P29508
DB07783	targets	P00813
DB07986	targets	P08254
DB01949	targets	P14780
DB00749	targets	P35503
DB07622	targets	P24941
DB04410	targets	P07478
DB00278	targets	P00734
DB00738	targets	P33261
DB08233	targets	P20248
DB00898	targets	P48544
DB00231	targets	P28476
DB02359	targets	P07900
DB04654	targets	P20231
DB09217	targets	P35354
DB01049	targets	Q99928
DB01104	targets	Q01959
DB01188	targets	P05023
DB03332	targets	P29474
DB00117	targets	Q99624
DB07340	targets	Q9NQS7
DB08549	targets	P18031
DB00264	targets	P08588
DB04400	targets	P07101
DB00420	targets	P28335
DB00695	targets	P52209
DB05332	targets	P40238
DB05595	targets	P15328
DB00025	targets	O14832
DB04434	targets	P36897
DB01791	targets	P27815
DB00513	targets	P08519
DB06287	targets	P10635
DB00320	targets	P28221
DB00289	targets	Q14957
DB00490	targets	P10635
DB08693	targets	P17538
DB07339	targets	P16083
DB04470	targets	P07477
DB02471	targets	Q6UWM7
DB05457	targets	P04818
DB01267	targets	P28221
DB07784	targets	P01834
DB01103	targets	P20815
DB01221	targets	P08908
DB05743	targets	P28221
DB01029	targets	P30556
DB00317	targets	P33261
DB05246	targets	O43497
DB01963	targets	P17538
DB04077	targets	P84077
DB08765	targets	P14174
DB00408	targets	P35367
DB08773	targets	Q15596
DB01708	targets	Q06520
DB07535	targets	P56817
DB08383	targets	Q9Y233
DB00731	targets	Q09428
DB01173	targets	P23975
DB00162	targets	Q9HBH5
DB01365	targets	P07550
DB01090	targets	Q9GZZ6
DB07668	targets	P17538
DB04591	targets	P00734
DB05777	targets	P12259
DB08642	targets	P00374
DB00882	targets	P05181
DB00347	targets	P08684
DB00227	targets	P33261
DB00929	targets	P35408
DB03886	targets	P00374
DB00100	targets	P03951
DB01223	targets	P05181
DB00415	targets	Q16348
DB00142	targets	Q04609
DB07325	targets	P07900
DB01132	targets	P10632
DB00201	targets	O00329
DB03945	targets	Q96BH3
DB01023	targets	P02585
DB05301	targets	Q13393
DB00382	targets	P22303
DB01100	targets	P05177
DB07348	targets	P84077
DB01232	targets	P11712
DB00098	targets	Q95460
DB00114	targets	Q9GZT4
DB00898	targets	P20813
DB02169	targets	P36873
DB06992	targets	P28845
DB01151	targets	P17405
DB08443	targets	P07900
DB00257	targets	P10632
DB04207	targets	Q9UDR5
DB00593	targets	P24462
DB03903	targets	P68133
DB00941	targets	P06276
DB00441	targets	P27707
DB00527	targets	P62158
DB00289	targets	O15399
DB00130	targets	P15104
DB00157	targets	O75438
DB03566	targets	Q16881
DB00167	targets	P54687
DB01711	targets	P00326
DB00308	targets	O00180
DB04902	targets	Q9H244
DB03147	targets	P27338
DB00198	targets	Q99519
DB03461	targets	P40925
DB01174	targets	P14867
DB04629	targets	P68133
DB00564	targets	P33261
DB01351	targets	P31644
DB00519	targets	P23141
DB00184	targets	P43681
DB03124	targets	P42574
DB03026	targets	P60174
DB00413	targets	P41595
DB00794	targets	P42262
DB01107	targets	P14867
DB04725	targets	P51589
DB00237	targets	P78334
DB05463	targets	Q9NR96
DB06712	targets	Q08289
DB03345	targets	Q96GD3
DB06859	targets	P00734
DB00139	targets	P13674
DB00157	targets	P09622
DB00368	targets	P08588
DB00497	targets	P35372
DB00628	targets	P14867
DB02095	targets	P27338
DB03496	targets	P24941
DB00918	targets	P10635
DB08231	targets	P00519
DB00170	targets	P05181
DB00993	targets	P47989
DB02091	targets	P20248
DB01177	targets	P11388
DB02379	targets	Q701N4
DB00630	targets	P14324
DB03430	targets	Q6UWM7
DB00247	targets	P28222
DB00025	targets	P49257
DB01149	targets	P28223
DB01373	targets	Q13936
DB00953	targets	P21397
DB00157	targets	P40394
DB05294	targets	P31513
DB06751	targets	Q13936
DB05685	targets	P33151
DB00148	targets	Q14353
DB04395	targets	P29323
DB02712	targets	P15121
DB06772	targets	P08684
DB00149	targets	Q9UIC8
DB00142	targets	P08243
DB00741	targets	P08684
DB00393	targets	P54284
DB01030	targets	P08684
DB01137	targets	P08684
DB01559	targets	P47869
DB01023	targets	P20815
DB01424	targets	P33260
DB02917	targets	Q9BY41
DB00744	targets	P09917
DB04464	targets	P03886
DB02452	targets	O00142
DB08465	targets	P08238
DB06990	targets	P13051
DB01645	targets	Q15788
DB00779	targets	P48775
DB07150	targets	Q15788
DB01244	targets	P51787
DB00129	targets	P52569
DB00699	targets	P35348
DB00200	targets	O60494
DB08672	targets	P27487
DB03959	targets	Q9Y663
DB05147	targets	P07437
DB07859	targets	P49841
DB08445	targets	P27487
DB01763	targets	Q13423
DB00825	targets	O75762
DB00292	targets	Q16445
DB03758	targets	P10515
DB06209	targets	P33261
DB08896	targets	P16234
DB01151	targets	P25100
DB08739	targets	P48147
DB03963	targets	Q9Y678
DB08335	targets	P14174
DB08309	targets	P24941
DB00071	targets	P16870
DB00371	targets	P28472
